site,게시판,제목,URL,작성자,작성시간,조회수,댓글 수,좋아요 수,본문
클리앙,굴당,ㅍㅍㄹㅅ 에서도 틴팅 농도 관련 얘기를 다뤘네요,https://www.clien.net/service/board/cm_car/18890265?combine=true&q=%EC%95%84%EB%B0%98%EB%96%BC&p=3&sort=recency&boardCd=&isBoard=false,Karyudrian,2025-01-04 09:03:15,7568,24,0,"



그리고 이 기사도 오늘 처음 봤네요.
https://www.seoul.co.kr/news/society/law/2024/10/28/20241028500219

'강원 강릉시의 왕복 6차선 국도를 늦은 밤 운전하던 A씨는 어두운색 옷을 입고 무단으로 길을 건너던 B씨를 발견하지 못하고 왼쪽 다리를 들이받았다. 무단횡단을 한 B씨의 잘못도 있지만 재판부는 ‘A씨 차량의 선팅이 너무 짙다’는 이유로 교통사고처리특례법 위반 혐의를 적용해 A씨에게 금고 10개월에 집행유예 2년을 선고했다. 도로교통법에 따르면 자동차 선팅 필름 농도(창 유리의 가시광선 투과율)는 낮을수록 짙은 색을 띠는데 경호·구급·장의용 차를 제외하고 앞면 유리 70%, 좌·우 측면 유리 40%보다 낮아선 안 된다. 하지만 A씨 차량의 필름 농도는 27.5%였다. A씨는 선팅 농도가 법적으로 문제가 될 줄 몰랐다고 항변했지만 받아들여지지 않았다.'

의외로 재판까지 가면 상식적인 결론이 나오는군요...
하긴 사람 쳐놓고 몰랐다고 하는게 참작 사유가 될리가 없죠..

2년마다 돌아오는 정기검사 가보면 틴팅농도를 관능검사로 하긴 하던데 짙다고 해서 불합격을 때리지 않습니다.
차량의 내외부가 적법한지를 보는 검사인데 이건 왜 봐주는지 모르겠어요.
그냥 불합격 때려버리고 원상복구후 재검 시키면 될텐데..
등화류 전구 하나만 나가도 불합격인데 운전자 시야와 관련된 부분을 왜 그냥 넘어가는지 이해가 되지 않습니다."
클리앙,굴당,아반떼N 뒷범퍼만 더러워요,https://www.clien.net/service/board/cm_car/18890057?combine=true&q=%EC%95%84%EB%B0%98%EB%96%BC&p=3&sort=recency&boardCd=&isBoard=false,파마니,2025-01-03 21:36:10,7302,13,0,"여태 글만 보다가 처음으로 글을 써봅니다.
제 차가 야외주차를 365일하는중입니다.
요즘 같은 시기에 눈도 쌓이고 성애도 끼고
녹으면서 얼음도 생기면서
다른 부분은 멀쩡한데 유독 뒷부분만 더러워지네요...
다른 분들은 뒷범퍼부분을 어찌 관리하시나요...????"
클리앙,굴당,휀더 교환 정도 차는 괜찮을까요!?,https://www.clien.net/service/board/cm_car/18888939?combine=true&q=%EC%95%84%EB%B0%98%EB%96%BC&p=3&sort=recency&boardCd=&isBoard=false,CHAMCHAAM,2025-01-03 07:41:29,4401,9,0,"
고속도로 월2000키로 입니다.

중고차 보는네 더뉴아반테 디젤 14년형 보는데
미션dct 미션 아닌지와 휀더 교환된 차량 별 이상 없을까요

년식때문에 완무 차량은 구하기가 어렵도 가격도 비싸서요.

10년간 약 290만원 수리비 있구요.(범퍼, 사이드 미러 등등)
휀다는 교환이 있는데 이정도면 괜찮나요

오늘도 좋은하루되세요"
클리앙,굴당,다음번 차 기변할때 가스차는 안사야겠네요,https://www.clien.net/service/board/cm_car/18888738?combine=true&q=%EC%95%84%EB%B0%98%EB%96%BC&p=3&sort=recency&boardCd=&isBoard=false,사랑이꼬미,2025-01-02 20:56:13,9159,46,0,"
가스차가 정비비 같은건 많이 안드는데 가스충전소 방문횟수가 잦네요.. 1주일에 한번정도 가는거 같습니다.
운전스타일도 그렇게 밟고 다니진 않고 서먹서먹 하는편이며 가끔 추월 혹은 속도 내야할때 빼고 잘 안달려요
운행비율은 시내8 고속2 혹은 시내9 고속1인데 연비가 처참하네요..
주변 동네 가스충전소에서 프로판 비율이 높은건지 제차가 연비가 똥인건지 잘모르겠네요..
다음번에 차사게되면 전기차 혹은 하브로 가야겠어요"
클리앙,굴당,페라리 실린드리 1:8 사이즈 - 2671만원,https://www.clien.net/service/board/cm_car/18888678?combine=true&q=%EC%95%84%EB%B0%98%EB%96%BC&p=4&sort=recency&boardCd=&isBoard=false,전자치킨,2025-01-02 19:21:07,3249,2,0,"




LINK

LINK

LINK

LINK

LINK

LINK

LINK

LINK

LINK

LINK

LINK

LINK

LINK

LINK

LINK

LINK

LINK

LINK

LINK

LINK

LINK

LINK

LINK

LINK

LINK



놀라운 모델카이며.. 시작가는 1.8만달러 / 풀옵에 개인화맞춤까지해주면 2.5만달러입니다.
맞습니다. 아반떼 깡통가격이랑 진짜 운전해서 타는 풀옵 아반뗴 하브 가격인것입니다.
LINK

근데 이건 1:8 모델링카이구요..."
클리앙,굴당,아반떼 cn7 2024년 결산,https://www.clien.net/service/board/cm_car/18887780?combine=true&q=%EC%95%84%EB%B0%98%EB%96%BC&p=4&sort=recency&boardCd=&isBoard=false,N/A,2025-01-01 16:04:36,3844,4,0,"
12월에는 윈터교체랑 앞유리 파손으로 백만원가량 나가서 이번해에는 지출이 많네요...ㅠㅠ 더욱 아껴야 겠습니다"
클리앙,굴당,프로 시승러의 2024년 결산,https://www.clien.net/service/board/cm_car/18887773?combine=true&q=%EC%95%84%EB%B0%98%EB%96%BC&p=4&sort=recency&boardCd=&isBoard=false,안녕하신가영1,2025-01-01 15:55:12,3924,3,0,"
1. 그랜저 GN7 2.5 가솔린
24년 첫 시승차입니다 ㅎㅎ 전주에서 했고, 나중에 시승했던 K8, 더 뉴 K8, G80보다 더 큼직한 차를 운전하는 느낌이 강했네요.


2. 쏘나타 디 엣지 2.5 터보 N라인
천안 시승센터에서 시승했습니다. 듀얼 트윈 머플러는 지금 봐도 간지 오지고 저 당시에는 출력에 상당히 놀랐는데 아반떼 N을 몇 번 몰아본 지금에서 돌이켜보면 출력 높고 서스펜션이 1.6 터보보다 조금 딱딱했지만 'N라인'이라는 걸 감안해도 운전의 재미는 조금 떨어졌네요.


3. 쏘나타 DN8 2.0 가솔린(렌트)
시승차는 아니고 렌트카였습니다. 여수 놀러갔다가 의도치 않게 차가 필요해져서 렌트했었네요. 이때 당시 제 자차는 아반떼 MD였고, MD 대비 차가 너무 커져서 처음 차를 몰았을 때 차폭감이 적응이 안 됐지만 금방이더라구요.
MD 대비 정숙성, 승차감이야 당연히 훌륭했지만 가솔린 2.0의 출력은 MD보다야 당연히 나았다만 생각보다 많이 답답했었고, 버튼 변속기는 말을 아끼겠습니다.


4. 더 뉴 아반떼 CN7 가솔린 1.6
이 날은 뜬금없이 멀쩡한 제 자차 냅두고 쏘카로 빌렸습니다.
성인 남성 저포함 4명을 태워도 공간이나 출력이 답답하진 않았고, 마력/토크가 수치상 제 MD보다 낮았지만 오히려 체감 출력은 더 경쾌했네요. 그리고 고속도로에서 스포츠모드로 놓고 막 밟고 달렸는데도 연비가 16km/l 찍히는 거 보고 놀랐습니다.


5. 쏘나타 디 엣지 2.0 하이브리드
청주에서 시승했습니다. 이땐 쏘나타 계약을 앞둔 상황에서 시승했는데, 하이브리드 차 특유의 정숙성과 주행질감이 너무 좋았어서 진지하게 하브로 계약할까 많은 시간 고민 했지만 생각보다 차값, 자동차세 감안하니 금액 차이 무시 못해서 1.6 터보로 계약했네요.


6. 더 뉴 아반떼 N
올해 쏘카로만 세 번 빌려봤습니다. 그 세 번마다 진짜 감탄스러울 만큼 놀라운 차였네요. '운전의 재미'라는 게 어떤 건지 확실히 알려준 차이기도 하죠. 사실 처음 대여 전 단순히 출력 조금 높은 아반떼겠거니 했지만 저의 오판이었죠. 여름에 돈이 더 있었거나 제 월급 실수령이 50만 더 높았어도 쏘나타가 아니라 아N을 계약했을 거 같습니다.


7. 캐스퍼 1.0 가솔린
지난 여름에 서울에서 걸어다니다 대중교통 타고 걸어다닐 체력이 안 돼서 근처 쏘카존에서 빌린 캐스퍼입니다. 진짜 잠깐 탔네요(약 30여 분). 생각보다 옵션은 좋았는데 진짜 너무 답답하더라구요. 물론 경차다 보니 좁은 길도 쏙쏙 잘 들어가는 건 편했습니다. 그리고 경차이긴 해도 나름 'SUV'다 보니 어지간한 세단들보단 시야가 편했네요.


8. 더 뉴 투싼 NX4 하이브리드
하이브리드 특유의 정숙성은 좋았지만 회생제동을 껐음에도 스포츠 모드 놓고 달리니 엄청 꿀렁거렸던 기억이 있네요; 에코모드로 드라이브모드를 바로 바꾸니 사라졌던 기억이 있습니다. 다들 suv가 세단보다 승차감이 별로라고 하던데 투싼 하이브리드는 꽤나 승차감이 좋았었네요.


9. 제네시스 G80 2.5 터보
올해 운전해본 차들 중 아반떼 N과 함께 제일 감탄스러웠던 차입니다. 주변 분들이 다들 '현기랑 제네시스는 차원이 다르다'라고 해서 그냥 그런가 보다 했는데, 운전석 앉을 때 느낌부터가 너무 다르더라구요. 자잘자잘한 버튼들도 굉장히 고급지고. 그리고 차가 꽤나 큰데도 2.5 터보엔진 엄청 잘 나가더라구요. 차는 준대형 세단인데 뭔가 중형 세단을 운전하는 느낌이었습니다.

10. 더 뉴 K5 DL3 LPI 2.0
시기상으로는 7월 1일이었습니다. 그냥 가스차는 어떤 느낌일까 싶어서 시승해봤는데, 가스차의 출력이 다소 답답하긴 했다만 생각보다 정숙하고 승차감이 부드러워서 좋았네요. 다만 도넛형 봄베라고 해도 가솔린 차보다 트렁크 손해보는 거는 어쩔 수 없더라구요. 물론 가스통보다야 훨 낫지만.


11. 아이오닉 6
제 인생 첫 전기차였습니다. 변속 되는 과정 없이 즉각적으로 엑셀 반응을 하는 게 굉장히 신기했네요. 시승 중 스포츠 모드 놓고 풀악셀 밟으니까 모터 위잉 하면서 롤러코스터 타듯이 튀어나가는 느낌이 신기했네요 ㅎㅎ 다만 디지털 사이드미러는 개인적으로 극불호였습니다. 뭐 한번 써본 거이긴 하지만..😂


12. 기아 더 뉴 K8 2.5 가솔린
사진 공개시엔 진짜 못생겼다고 생각했는데 실물 한번 보니 너무 예뻐서 시승신청 했습니다. 실내/실외 디자인은 그랜저 GN7보다 더 나은 거 같은데 막상 정숙성이나 승차감은 그랜저는커녕 주관적으로 제 쏘나타보다도 너무 별로였어서 다음차로 '앞바퀴를 굴리는 준대형 세단'을 살 생각이 줄어드네요.


13. 더 뉴 K5 DL3 2.0 하이브리드
하이브리드 특유의 주행질감이 너무 좋았고, 한집안 식구라고 해도 쏘나타와 K5는 확실히 느낌부터가 너무 다르구나를 느꼈습니다.

어후 24년도 시승이나 쏘카/렌트 꽤나 했네요. 이제 어지간한 국산차는 한번씩 다 몰아봐서 이번 연도에는 3시리즈를 한번 몰아보고 싶네요.

긴 글 읽어주셔서 감사합니다!
"
클리앙,굴당,중고차 개인간 직거래 해보신분 있으신가요?,https://www.clien.net/service/board/cm_car/18887589?combine=true&q=%EC%95%84%EB%B0%98%EB%96%BC&p=4&sort=recency&boardCd=&isBoard=false,CHAMCHAAM,2025-01-01 10:25:27,4563,9,0,"중고차 개인간 직거래 해보신분 있으신가요?

안녕하세요. 아반테 MD 디젤 보다가 엔카등 매물이 잘 없어서

개인거래 좀 보고 있습니다.

Q. 같이 카센터등 같이 가서 보는지 , 아니면 보통 외관만 보고 구입하나요?
Q. 구입시 이전비, 구청등 갔다가-> 보험회사 전화해서  가입해야하나요

좋은하루 되시고 새해 복 많이 받으세요."
클리앙,굴당,아반떼 하이브리드 연말결산,https://www.clien.net/service/board/cm_car/18887572?combine=true&q=%EC%95%84%EB%B0%98%EB%96%BC&p=4&sort=recency&boardCd=&isBoard=false,꿀벌단,2025-01-01 09:51:06,3330,1,0,"3월부터의 2024년 결산입니다. 11월엔 타이어 교체로 정비비가 꽤 들어갔네요 ㅎ 연비가 좋아서 만족합니다
"
클리앙,아질게,선납금없는 장기차량리스나 중고차 렌탈도 있나요?,https://www.clien.net/service/board/kin/18887338?combine=true&q=%EC%95%84%EB%B0%98%EB%96%BC&p=4&sort=recency&boardCd=&isBoard=false,gogood,2024-12-31 22:43:19,4756,4,0,"

10년 되어가는
중고 외제차를
렌터카 업체에 빌려서
3년동안
매달 90만원씩 내고 있었는데요.

다들
그 돈이면
차를 사거나
신차 장기렌탈을 하지 그러냐 하는데,

차량 가액 30%인가
그거 넣는 선수금이
버겁더라고요.

혹시 장기렌탈이나 리스할 때
선수금 없이
그냥 월 할부만 내서
차량 렌트하는 곳도 있을까요?
(트라이브는 아는데. 거긴 좀 가격이 너무 비싸서;;)

신용도는 좋은 편이고
어머니 명의로 차를 뽑으려고 합니다.

차 리스 질문은 워낙..
별별 업자들이 많아서
여기 먼저 물어봅니다 ㅠㅠ"
클리앙,굴당,오르막길 기어 변속 패턴은 다들 괜찮으신지요?,https://www.clien.net/service/board/cm_car/18886409?combine=true&q=%EC%95%84%EB%B0%98%EB%96%BC&p=4&sort=recency&boardCd=&isBoard=false,퓨퓨퓨,2024-12-31 06:55:41,5835,60,0,"지하주차장 오르막에서 1단 2000~2200 rpm 정도 유지해주면 힘도 안딸리고 좋은데, 제차는 2000 rpm 가기전에 2단을 올려버려서 버벅거리게 만드네요. 차종은 LF2.0T 입니다.

오히려 제차보다 출력이 낮은 차종들은 부드럽게 잘 올라가던데 말이죠. 그래서 오르막마다 수동모드로 1단 고정으로 다니고 있습니다;;

미션이 락업을 빨리 물어서 그런지, 토크컨버터 특유의 적당히 동력을 슬립시키면서 오르막 부하를 상쇄시키는 느낌이 없어요. 수동 운전못하는 사람이 무턱대고 저 rpm 고부하를 줘서 차 떨게 만드는 느낌이네요."
클리앙,굴당,K5 하이브리드 시승하고 왔습니다.,https://www.clien.net/service/board/cm_car/18886195?combine=true&q=%EC%95%84%EB%B0%98%EB%96%BC&p=4&sort=recency&boardCd=&isBoard=false,안녕하신가영1,2024-12-30 20:00:32,9221,6,0,"




K5는 시승으로만 잠깐잠깐 2.0 LPI, 1.6 터보, 이번에 하이브리드를 타봤습니다.

K5를 타기 전에 들었던 생각이 '쏘나타랑 한 집안 식구니 비슷하겠거니'였지만 아니었네요.

하이브리드 차 특유의 정숙성과 주행질감이야 너무 좋았고 모터로 구동 되다가 엔진이 개입할 때 이질감이 그렇게 크진 않더라구요 개인적으론.

공간/옵션이야 뭐 딱히 깔 게 없고 다만 다이얼 변속기는 은근히 적응이 안 되기도 하고 확실히 컬럼변속기인 쏘나타에 비해 수납공간은 조금 아쉬웠습니다.

사실 수납공간보다 오른팔 올릴 공간이 없는 게 더 적응이 안 돼요.

이게 기분 탓인지 아닌지 모르겠다만 K5 하이브리드는 C-MDPS로 알고 있는데 R-MDPS인 제 디엣지 1.6 터보보다 핸들이 너무 가벼웠네요. 너무 휙휙 돌아가는 느낌..

마지막으로 현대 스마트키 디자인 한 사람은 좀 맞아야 됩니다...ㅂㄷㅂㄷ
"
클리앙,굴당,출퇴근용 (100키로) 추천부탁드립니다.,https://www.clien.net/service/board/cm_car/18886168?combine=true&q=%EC%95%84%EB%B0%98%EB%96%BC&p=4&sort=recency&boardCd=&isBoard=false,CHAMCHAAM,2024-12-30 19:07:39,5592,24,0,"출퇴근용 (100키로) 추천부탁드립니다.

안녕하세요.

현재 쏘렌토 하브 타고 있습니다.  집사람 운전연습겸 제가 장거리 출근용 알아보고 있습니다.

아반테 디젤  보고 있는데  괜찮나요?
예산은 400-500잡고 있습니다.

출근은 한달에 10-11번 이고, 왕복200입니다. 매일 출근은 아닙니다.

좋은하루되세요

"
클리앙,굴당,IG K7 2.2디젤,https://www.clien.net/service/board/cm_car/18885758?combine=true&q=%EC%95%84%EB%B0%98%EB%96%BC&p=4&sort=recency&boardCd=&isBoard=false,DN2FK2,2024-12-30 09:28:49,5705,13,0,"IG K7 R엔진 달린 차량들 파킹 상태에서 소음이나 진동이 어떤가요? 쏘나타 K5에 들어간 U엔진 보다 시끄럽다는 말도 있던데, 방음은 보통 윗급이 낫지 않나 싶은데 정차시에는 안 그런 경우도 있어서 물어봅니다"
클리앙,굴당,iccu 문제 때문에 짜증나네요,https://www.clien.net/service/board/cm_car/18885751?combine=true&q=%EC%95%84%EB%B0%98%EB%96%BC&p=4&sort=recency&boardCd=&isBoard=false,1657,2024-12-30 09:21:20,8431,33,0,"얼마 전 스타필드에서 완속을 물리고 쇼핑을 하는데 갑자기 충전이 종료됐다는 알림이 왔습니다
추워지고 나서 가끔 충전이 떨어지는 경우가 생겨서 또 떨어졌냐 하고
다시 충전을 하려고 충전기로 갔는데 충전기가 아예 먹통입니다
'충전기가 망가졌나?' 하고 옆 충전기에 충전을 물렸는데
충전 시작 / 실패 안내 음성이 전혀 안들리고 바로 충전기가 먹통이 됩니다
그래서 완속 전류를 60%로 맞추고 그 옆에꺼에 다시 물려봤는데 똑같이 충전기만 바로 먹통;;
직감적으로 iccu 문제라고 생각이 들어서 아.. 드디어 터질게 터졌구나 싶었습니다
일단 이 날은 급속 물리고 쇼핑했는데 괜히 저 때문에 멀쩡한 충전기만 먹통이 됐네요...



저 일이 있고 며칠 뒤에 12월 iccu 리콜 예약이 있었는데 리콜 받으러 가는 김에 같이 입고하면 좋겠다 생각했습니다
혹시라도 iccu가 아예 터져서 리콜 전에 운행을 못하는 일이 생길까봐 다른 완속 충전기도 차단기가 내려가는지 테스트도 안했구요

리콜 입고를 하고 정비사에게 충전기 차단기가 떨어진다고 하니 모든 완속 충전기에서 그랬냐고 되묻습니다
저 날 이후로 iccu 터질까봐 완속은 꽂아본적이 없으니까 아직 한군데밖에 못겪었다고 하니
다른 업체 충전기에서도 그러는지 확인해보고 같은 증상이 또 생기면 그 때 입고해달라고 합니다?
역시 고객과 정비사가 함께 정비해나가는 현대자동차 답습니다
iccu 리콜 할 때 특정 고장 코드 뜨면 교체로 진행한다고 들었는데 저 증상은 고장 코드도 안뜨는지 소프트웨어 업데이트만 했구요
아예 고장코드가 안뜬건지 아니면 고장코드는 뜨는데 본사에서 공지한 iccu 교체 조건이 아니라 무시한건지 모르겠네요

혹시 iccu 리콜 받으면 살아나기라도 할까? 해서 일렉링크 완속 꽂아봤는데 바로 텅! 하고 차단기 내려가는 소리가 나며 충전기가 먹통이 됩니다
하필 거기는 충전기 6대가 차단기 하나에 물려있어서 졸지에 충전기 6대가 싹 먹통이 돼서 또 대형 민폐 한번 끼쳤구요...
생각해보니 정비소에서 충전 테스트 해보면 증상이 바로 나올텐데 왜 이걸 고객이 테스트 해보고 입고를 해야하는건지;;
리콜 받으날 뭐라 했어야했는데 이 생각을 못한 제가 너무 바보같습니다
괜히 충전기 여러 대 먹통 만드는 민폐꾼만 돼버렸네요



인터넷에서 증상을 찾아보니 클리앙 글이 나오는데 딱 제가 겪은 문제랑 똑같더라구요
https://www.clien.net/service/board/cm_car/18879271CLIEN
저도 똑같이 21년식 아이오닉5고 충전 시작하면 그대로 차단기가 내려가버리는 증상입니다
급속은 멀쩡하게 되는데 완속만 먹통이구요

카페에서는 iccu 부품 없어서 8주 기다려야한다는 이야기도 있고
어떤 분은 대차가 나왔다고 하고 어떤 분은 대차 없이 급속 충전하고 다니라는 이야기를 들었다고 하고...
대응도 일관적이지 않는데다가 급속 충전만 하고 다니라고 하는건 좀 황당한 대처네요



갑자기 도로에서 서는 일 없이 이상 증상이 나온건 다행이라면 다행인데
정비소에 입고한다고 내 시간을 또 써야하는게 짜증나네요
차는 정말 마음에 드는데 10년된 아반떼 md 타던 시절보다 정비소를 더 많이 가는 것 같네요...

정비소 가고 하는데 시간을 따로 내야하니 언제 가야하나 고민만 깊어지는데
연차 써야하는것도 짜증나고 시간 뺏기는거도 짜증나고
대차가 안나와도 문제고 대차가 나와도 내연차로 나오면 그거대로 골치아프고
수리가 금방 될 것 같지도 않고 아직 정비소는 가지도 않았는데 벌써부터 골치 아프네요"
클리앙,굴당,풀체인지를 앞둔 모델 구매에 대해 조언을 구합니다.,https://www.clien.net/service/board/cm_car/18884986?combine=true&q=%EC%95%84%EB%B0%98%EB%96%BC&p=4&sort=recency&boardCd=&isBoard=false,포에버안느,2024-12-29 03:21:06,7774,19,0,"6~7년정도 된 풀체인지를 앞둔 모델이다보니
인테리어가 많이 아쉽다는 느낌을 받습니다.
같은 회사의 다른 모델을  보면
이 모델도 풀체인지되면
내부도 요즘 트렌드를 따라가리라 생각됩니다.

3월부터 차가 필요한데
풀체인지는 올해말이나 내년초 예정이라고 합니다.
풀체인지되면 가격 또한 상승이 예정되어 있고

이런 경우 다른 차종으로 가시는지
아니면 기다리거나
풀체인지 앞둔 모델이지만 가격과 완성도 생각해서 현재 모델을 사는지

어느쪽 선택이 나을지 고민이 되네요
조언을 구합니다.
"
클리앙,모공,세상 참 재밌습니다.,https://www.clien.net/service/board/park/18884602?combine=true&q=%EC%95%84%EB%B0%98%EB%96%BC&p=4&sort=recency&boardCd=&isBoard=false,서울사는사람,2024-12-28 13:25:14,3762,2,0,"윤석열 독재국가되면 종북 간첩 척결한다고 민주당 정치인들 시민단체 등 1차로 조지고
2차로 국힘당 및 사법부, 재벌들, 부자들, 언론인들 조지고
그 다음에 윤석열 일당들, 본인들이 싫어했던 사람들 조지고
그 밑에 부하들은 또 지들이 싫어했던 사람들 조지고
이렇게 내리 조짐하면서 대한민국 결단나면
이권이나 기득권과 상관없는 서민들이야 경제 박살나면 3백 받던 월급 백오십만원 받고 일주일에 한 번 먹던 삼겹살 한 달에 한 번 먹으면 되고 아반떼 타던거 버스 지하철 타고 다니면 되지만
강남 아파트 가격 반토막 나고
재벌들은 권력 앞에 눈치 보고 설설 기어야하고
재산 100억 있던 사람은 20억, 30억으로 쪼그라들텐데
도대체 윤석열 잡는데 누가 더 열심히 해야하는걸까요?
조선일보 기자들은 지들은 안조져질거라고 생각하는걸까요?
세상 참 요지경입니다.


자유와 민주주의를 지켜야한다고 떠들던 놈들이
자유와 민주주의가 없는 비상계엄을 찬성하고

민주진영을 친북 빨갱이라고 부르짖는 놈들이
가장 종북 빨갱이 같은 짓을 하고

비상계엄하면 가장 잃을게 많은 사람들이 비상계엄을 찬성하고
비상계엄해도 잃을게 적은 사람들이 가장 열심히 거리에서 내란범죄자들 체포하라고 시위를 하고 있고

대한민국에 폭탄 터뜨려서 민생, 경제 박살낸 놈들이 민생, 경제를 최우선으로 지키겠다하고
국정 안정 시키겠다는 놈들이 국정 안정에 가장 중요한 헌법재판관 임명은 절대 반대하고

종북 빨갱이 소리 듣던 민주당이 민주주의를 지키고 있고
종북 빨갱이 척결을 부르짖던 국힘당이 종북 빨갱이 짓을 하고 있고

김일성 동상 비웃던 자들이 박정희 동상에 가서 기도하고 있고

정작 독재국가되면 토사구팽 당해 정치인들 다음으로 잡혀가고 입틀막 당할 놈들이 비상계엄 찬양하는 꼴을 보면
세상은 참 요지경입니다."
클리앙,굴당,🚗제가 타본 차 목록(26대),https://www.clien.net/service/board/cm_car/18884453?combine=true&q=%EC%95%84%EB%B0%98%EB%96%BC&p=4&sort=recency&boardCd=&isBoard=false,동쪽숲,2024-12-28 09:06:53,9281,26,0,
클리앙,굴당,아반떼 N은 역시 마성의 차네요,https://www.clien.net/service/board/cm_car/18884120?combine=true&q=%EC%95%84%EB%B0%98%EB%96%BC&p=4&sort=recency&boardCd=&isBoard=false,안녕하신가영1,2024-12-27 18:14:52,7983,5,0,"

운전 재미는 진짜 최곱니다 ㅋㅋㅋ 다만 오늘 빌린 아N은 아침에 글 썼듯 상태가 영 아니었어서 2% 부족했네요.

지난 두번 빌렸을 땐 스포츠모드랑 N모드로만 놓고 막 조지다가 노멀모드로도 달려봤는데, 노멀모드에서 생각보다 승차감이 괜찮더라구요? 물론 아N의 노멀모드는 어지간한 차량의 스포츠모드보다 시끄럽고 잘 나가지만..ㅋㅋ

하루 내내 아N타다가 반납하고 제 디엣지 올라타늨데 승차감이나 시트나 넘 편해서 좋았네요 ㅎㅎ

"
클리앙,굴당,올해 세 번째로 아반떼 N 빌려서 드라이브 중입니다,https://www.clien.net/service/board/cm_car/18883500?combine=true&q=%EC%95%84%EB%B0%98%EB%96%BC&p=4&sort=recency&boardCd=&isBoard=false,안녕하신가영1,2024-12-27 10:52:20,5080,10,0,"네 당연히 쏘카로 빌렸구요.
근데 차 상태가...


사진으로는 잘 안 보이겠지만 외관이 굉장히 더럽습니다. 뭐 이거야 요즘 날씨 생각하면 당연한 거긴 한데..



앞 범퍼 단차가 굉장히 심하네요. 당연히 차량 사진 등록에 올리긴 했습니다. 이 정도 단차면 사고 후 수리가 제대로 안 된 걸까요?

그리고 문을 열자마자 할 말을 잃게 만든 내부가...

진짜 황당했네요. 향긋한 담배냄새와 함께 조수석 벨트는 진짜 문 연 순간부터 이렇게 돼 있었습니다. 이거 벨트 경고음 안 들리게 하려고 이런 걸까요?? 의도를 알 수 없는....

사실 어제 쏘카 고객센터에서 전화와서 제가 원래 빌리려던 이반떼 N이 사고가 나서 어떡할 거냐고 하길래 다른 쏘카 존에 있는 N으로 하겠다고 하니, 자기네들이 다른 쏘카존에 있는 N을 제가 빌리려는 쏘카 존으로 옮겨놓겠다고 했는데 이 차도 상태가 영 아니네요"
